X.1,X,...1,Name,Address,prktype,restroom,Website,playground,soccer,basketball,tennis,volleyball,baseball,discgolf,dogpark,picnic,sprayground,latitude,longitude,Label,type2
416,430,466,Rockwood Park,"2310 Whitley Dr, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Rockwood-Park-61,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,35.97391031,-78.92086974,,basketball
419,433,470,Sherwood Park,"1720 Cheek Rd, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Sherwood-Park-65,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,36.00398475,-78.87264977,,basketball
420,434,471,Solite Park,"4704 Fayetteville Rd, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Solite-Park-67,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,35.93694676,-78.90805724,,basketball
422,436,473,Unity Village Park,"2011 Matilene St, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Unity-Village-Park-72,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,35.96473721,-78.88665521,,basketball
432,446,483,Twin Lakes Park,"439 Chandler Rd, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Twin-Lakes-Park-71,Yes,Yes,Yes,NA,NA,NA,NA,NA,Yes,NA,35.99321403,-78.83768098,,basketball
439,453,492,Southern Boundaries Park,"3400 Third Fork Dr, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Southern-Boundaries-Park-68,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,35.95799678,-78.92905664,,basketball
440,454,493,Walltown Park,"1308 W Club Blvd, Durham NC",Park,No,https://www.dprplaymore.org/Facilities/Facility/Details/Walltown-Park-74,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,36.01698025,-78.91324082,,basketball
441,455,495,Old Farm Road Park,"7 Hedgerow Pl, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Old-Farm-Road-Park-51,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,36.07414337,-78.8973389,,basketball
445,459,505,Bethesda Park,"1816 Stage Rd, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Bethesda-Park-4,Yes,NA,Yes,Yes,NA,NA,Yes,NA,Yes,NA,35.94552804,-78.84511709,,basketball
446,460,506,Cornwallis Road Park,"2830 Wade Rd, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Cornwallis-Road-Park-13,Yes,NA,Yes,NA,NA,NA,Yes,NA,Yes,NA,35.97805514,-78.95158807,,basketball
447,461,507,Crest Street Park,"2503 Crest St, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Crest-Street-Park-14,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,36.01297659,-78.93837861,,basketball
663,693,3,Five Points Park,"200 FRENCH ST CHARLOTTE, NC 28216",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,35.248809,-80.8596975,,basketball
671,701,303,Eastway Regional Recreation Center,"3150 EASTWAY PARK DR CHARLOTTE, NC 28213",Recreation Center,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,35.254277,-80.77792126,,basketball
677,707,370,Abernathy Park,"205 GLENDALE DR HUNTERSVILLE, NC 28078",Town Park,Yes,https://www.huntersville.org/162/Parks-Recreation,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,35.41846495,-80.8377685,,basketball
678,708,385,Hartsell Park and Rec Center - City of Concord,"60 Hartsell School Rd Concord, NC",Municipal Park,Yes,http://www.concordnc.gov/Departments/Parks-Recreation/Facilities,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,35.39144589,-80.5919547,,basketball
679,709,396,Les Myers Park - City of Concord,"338 Lawndale Ave SE Concord, NC",Municipal Park,Yes,http://www.concordnc.gov/Departments/Parks-Recreation/Facilities,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,35.39498324,-80.56323614,,basketball
681,711,411,Hartsell Park and Rec Center - City of Concord,"60 Hartsell School Rd Concord, NC",Municipal Park,Yes,http://www.concordnc.gov/Departments/Parks-Recreation/Facilities,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,35.39144589,-80.5919547,,basketball
682,712,422,Les Myers Park - City of Concord,"338 Lawndale Ave SE Concord, NC",Municipal Park,Yes,http://www.concordnc.gov/Departments/Parks-Recreation/Facilities,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,35.39498324,-80.56323614,,basketball
685,715,490,River Forest Park,"1000 Windermere Dr,Durham  NC",Park,No,https://www.dprplaymore.org/Facilities/Facility/Details/River-Forest-Park-59,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,NA,36.07830139,-78.90343265,,basketball
746,3,72,James Hoyt Wilhelm Park,"19018 SMITH CR CORNELIUS, NC 28031",Town Park,Yes,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,35.480885,-80.864699,,basketball
747,4,120,Plum Creek Park,"18928 BARTLETTE CREEK DR DAVIDSON, NC 28036",Town Park,No,https://www.ci.davidson.nc.us/130/Parks-Recreation,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,35.474032,-80.823527,,basketball
751,8,203,Second Ward Gymnasium,"710 E MARTIN LUTHER KING JR BV CHARLOTTE, NC 28202",Recreation Center,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.218073,-80.840814,,basketball
36,36,42,Reedy Creek Park,"2900 ROCKY RIVER RD CHARLOTTE, NC 28215",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,35.27599468,-80.71807255,,discgolf
75,77,84,Renaissance Park,"1536 W TYVOLA RD CHARLOTTE, NC 28217",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,Yes,Yes,Yes,Yes,NA,NA,35.17509986,-80.90967776,,discgolf
91,94,101,T.M. Winget Park,"12025 WINGET RD CHARLOTTE, NC 28278",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,NA,35.13011102,-81.00153666,,discgolf
132,137,147,Kilborne Park,"2600 KILBORNE DR CHARLOTTE, NC 28205",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,Yes,NA,Yes,Yes,NA,NA,NA,35.22185652,-80.77132357,,discgolf
187,195,210,Squirrel Lake Park,"1631 PLEASANT PLAINS RD MATTHEWS, NC 28105",Town Park,Yes,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Yes,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,35.09805519,-80.72482901,,discgolf
218,226,242,R.C. Bradford Park,"17005 DAVIDSON-CONCORD RD HUNTERSVILLE, NC 28078",Town Park,Yes,https://www.huntersville.org/162/Parks-Recreation,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,35.44738027,-80.7879442,,discgolf
234,242,258,Hornets Nest Park,"6301 BEATTIES FORD RD CHARLOTTE, NC 28216",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,35.32002029,-80.86514148,,discgolf
242,250,266,Idlewild Road Park,"10512 IDLEWILD RD MINT HILL, NC 28105",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,Yes,Yes,NA,Yes,NA,35.16391524,-80.69983188,,discgolf
248,256,272,Robert L. Smith Park,"1604 LITTLE ROCK RD CHARLOTTE, NC 28214",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,35.25656762,-80.9405158,,discgolf
275,288,307,Elon Park,"11435 ARDREY KELL RD CHARLOTTE, NC 28277",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,Yes,Yes,NA,Yes,NA,35.02239403,-80.84561611,,discgolf
278,291,310,Bailey Road Park,"11536 BAILEY RD CORNELIUS, NC 28031",Town Park,Yes,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,35.46699956,-80.84184883,,discgolf
282,295,314,Robbins Park,"17738 WEST CATAWBA AV CORNELIUS, NC 28031",Town Park,Yes,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,Yes,NA,NA,Yes,Yes,NA,Yes,NA,Yes,NA,35.45603536,-80.8884532,,discgolf
295,308,328,Mint Hill Veterans Memorial Park,"8850 FAIRVIEW RD MINT HILL, NC 28227",Town Park,Yes,https://minthill.com/parks_recreation.php?Parks-Recreation-1,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,NA,NA,35.18000491,-80.63448896,,discgolf
302,315,336,Nevin Park,"6100 STATESVILLE RD CHARLOTTE, NC 28269",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,Yes,Yes,NA,Yes,Yes,35.30334369,-80.83983073,,discgolf
336,349,375,Sugaw Creek Park,"943 W SUGAR CREEK RD CHARLOTTE, NC 28213",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,35.27306558,-80.79372161,,discgolf
339,352,378,Frank Liske Park - Cabarrus County,"4001 Stough Rd Concord, NC",County Park,Yes,https://www.cabarruscounty.us/location/frank-liske-park,Yes,Yes,NA,NA,NA,Yes,Yes,NA,Yes,NA,35.36005172,-80.62720134,,discgolf
343,356,382,Vietm Veterans Park - Cabarrus County,"760 Orphange Rd , Concord NC",County Park,Yes,https://www.cabarruscounty.us/location/vietm-veterans-park,Yes,NA,Yes,NA,NA,NA,Yes,NA,Yes,NA,35.44586974,-80.63391767,,discgolf
345,358,384,Bakers Creek Park/Greenway - City of Kanpolis,"1275 West A St Kannapolis, NC",Municipal Park,Yes,http://www.kanpolisnc.gov/GovernmentDepartments/ParksRecreation/Parks/tabid/131/Default.aspx,Yes,NA,Yes,NA,NA,Yes,Yes,NA,Yes,NA,35.51285791,-80.63227575,,discgolf
357,370,399,James L. Dorton Park - City of Concord,"5700 Poplar Tent Rd Concord, NC",Municipal Park,No,http://www.concordnc.gov/Departments/Parks-Recreation/Facilities,NA,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,35.41107698,-80.66944634,,discgolf
360,373,404,Frank Liske Park - Cabarrus County,"4001 Stough Rd Concord, NC",County Park,Yes,https://www.cabarruscounty.us/location/frank-liske-park,Yes,Yes,NA,NA,NA,Yes,Yes,NA,Yes,NA,35.36005172,-80.62720134,,discgolf
364,377,408,Vietm Veterans Park - Cabarrus County,"760 Orphange Rd , Concord NC",County Park,Yes,https://www.cabarruscounty.us/location/vietm-veterans-park,Yes,NA,Yes,NA,NA,NA,Yes,NA,Yes,NA,35.44586974,-80.63391767,,discgolf
366,379,410,Bakers Creek Park/Greenway - City of Kanpolis,"1275 West A St Kannapolis, NC",Municipal Park,Yes,http://www.kanpolisnc.gov/GovernmentDepartments/ParksRecreation/Parks/tabid/131/Default.aspx,Yes,NA,Yes,NA,NA,Yes,Yes,NA,Yes,NA,35.51285791,-80.63227575,,discgolf
378,391,425,James L. Dorton Park - City of Concord,"5700 Poplar Tent Rd Concord, NC",Municipal Park,No,http://www.concordnc.gov/Departments/Parks-Recreation/Facilities,NA,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,35.41107698,-80.66944634,,discgolf
381,394,430,Frank Liske Park - Cabarrus County,"4001 Stough Rd Concord, NC",County Park,Yes,https://www.cabarruscounty.us/location/frank-liske-park,Yes,Yes,NA,NA,NA,Yes,Yes,NA,Yes,NA,35.36005172,-80.62720134,,discgolf
385,398,434,Vietm Veterans Park - Cabarrus County,"760 Orphange Rd , Concord NC",County Park,Yes,https://www.cabarruscounty.us/location/vietm-veterans-park,Yes,NA,Yes,NA,NA,NA,Yes,NA,Yes,NA,35.44586974,-80.63391767,,discgolf
405,419,455,Leigh Farm Park,"370 Leigh Farm Rd,Durham  NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Leigh-Farm-Park-40,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,35.91488865,-78.97986669,,discgolf
423,437,474,Valley Springs Park,"3805 Valley Springs Rd, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Valley-Springs-Park-73,Yes,Yes,NA,NA,NA,Yes,Yes,NA,Yes,NA,36.05314698,-78.95777128,,discgolf
445,459,505,Bethesda Park,"1816 Stage Rd, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Bethesda-Park-4,Yes,NA,Yes,Yes,NA,NA,Yes,NA,Yes,NA,35.94552804,-78.84511709,,discgolf
446,460,506,Cornwallis Road Park,"2830 Wade Rd, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Cornwallis-Road-Park-13,Yes,NA,Yes,NA,NA,NA,Yes,NA,Yes,NA,35.97805514,-78.95158807,,discgolf
458,472,525,Apex ture Park,"2600 Evans Rd., Apex NC",NA,Yes,https://www.apexnc.org/800/ture-Park-Seymour-Athletic-Fields,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,NA,35.71324271,-78.90574333,,discgolf
480,497,556,Cedar Hills Park,"5600 Sweetbriar Dr, Raleigh, NC",NA,No,https://raleighnc.gov/places/cedar-hills-park,Yes,NA,NA,Yes,NA,Yes,Yes,NA,Yes,NA,35.85735879,-78.62907117,,discgolf
549,573,650,Kentwood Park,"4531 Kaplan Dr, Raleigh, NC",NA,Yes,https://raleighnc.gov/places/kentwood-park,Yes,NA,NA,Yes,NA,Yes,Yes,NA,Yes,NA,35.7768682,-78.69618417,,discgolf
652,681,783,Wendell Park,"601 W. Third Street, Wendell, NC",NA,Yes,http://www.towfwendell.com/departments/parks-and-recreation,Yes,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,NA,35.78054637,-78.36102902,,discgolf
721,30,620,Harris Lake County Park,"2112 County Park Dr., New Hill, NC  27562",NA,Yes,https://www.wakegov.com/departments-government/parks-recreation-and-open-space/all-parks-trails/harris-lake-county-park,Yes,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,35.631378,-78.921194,,discgolf
339,352,378,Frank Liske Park - Cabarrus County,"4001 Stough Rd Concord, NC",County Park,Yes,https://www.cabarruscounty.us/location/frank-liske-park,Yes,Yes,NA,NA,NA,Yes,Yes,NA,Yes,NA,35.36005172,-80.62720134,,soccer
353,366,394,Walter Safrit Park - City of Kanpolis,"1415 Bethpage Rd Kannapolis, NC",Municipal Park,Yes,http://www.kanpolisnc.gov/GovernmentDepartments/ParksRecreation/Parks/tabid/131/Default.aspx,Yes,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,35.48529776,-80.6494535,,soccer
355,368,397,Marvin Caldwell Park - City of Concord,"362 Georgia St SW Concord, NC",Municipal Park,Yes,http://www.concordnc.gov/Departments/Parks-Recreation/Facilities,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,NA,35.39262675,-80.58279322,,soccer
357,370,399,James L. Dorton Park - City of Concord,"5700 Poplar Tent Rd Concord, NC",Municipal Park,No,http://www.concordnc.gov/Departments/Parks-Recreation/Facilities,NA,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,35.41107698,-80.66944634,,soccer
360,373,404,Frank Liske Park - Cabarrus County,"4001 Stough Rd Concord, NC",County Park,Yes,https://www.cabarruscounty.us/location/frank-liske-park,Yes,Yes,NA,NA,NA,Yes,Yes,NA,Yes,NA,35.36005172,-80.62720134,,soccer
374,387,420,Walter Safrit Park - City of Kanpolis,"1415 Bethpage Rd Kannapolis, NC",Municipal Park,Yes,http://www.kanpolisnc.gov/GovernmentDepartments/ParksRecreation/Parks/tabid/131/Default.aspx,Yes,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,35.48529776,-80.6494535,,soccer
376,389,423,Marvin Caldwell Park - City of Concord,"362 Georgia St SW Concord, NC",Municipal Park,Yes,http://www.concordnc.gov/Departments/Parks-Recreation/Facilities,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,NA,35.39262675,-80.58279322,,soccer
378,391,425,James L. Dorton Park - City of Concord,"5700 Poplar Tent Rd Concord, NC",Municipal Park,No,http://www.concordnc.gov/Departments/Parks-Recreation/Facilities,NA,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,35.41107698,-80.66944634,,soccer
381,394,430,Frank Liske Park - Cabarrus County,"4001 Stough Rd Concord, NC",County Park,Yes,https://www.cabarruscounty.us/location/frank-liske-park,Yes,Yes,NA,NA,NA,Yes,Yes,NA,Yes,NA,35.36005172,-80.62720134,,soccer
393,406,442,C.M. Herndon Park,"511 Scott King Rd, Durham  NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/CM-Herndon-Park-8,Yes,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,35.87493374,-78.93589484,,soccer
411,425,461,Old Chapel Hill Road Park,"3751 SW Durham Dr,Durham  NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Old-Chapel-Hill-Road-Park-50,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,35.94826236,-78.98326268,,soccer
423,437,474,Valley Springs Park,"3805 Valley Springs Rd, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Valley-Springs-Park-73,Yes,Yes,NA,NA,NA,Yes,Yes,NA,Yes,NA,36.05314698,-78.95777128,,soccer
431,445,482,Piney Wood Park,"400 E Woodcroft Pkwy,Durham  NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Piney-Wood-Park-56,Yes,Yes,NA,Yes,NA,NA,NA,Yes,Yes,NA,35.91642832,-78.92409925,,soccer
432,446,483,Twin Lakes Park,"439 Chandler Rd, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Twin-Lakes-Park-71,Yes,Yes,Yes,NA,NA,NA,NA,NA,Yes,NA,35.99321403,-78.83768098,,soccer
443,457,502,Holton Athletic Field,"401 N Driver St, Durham NC",Park,Yes,N/A,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,35.98892031,-78.8784237,,soccer
685,715,490,River Forest Park,"1000 Windermere Dr,Durham  NC",Park,No,https://www.dprplaymore.org/Facilities/Facility/Details/River-Forest-Park-59,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,NA,36.07830139,-78.90343265,,soccer
724,17,509,Merrick Moore Park,"632 N Hoover Rd, Durham, NC 27703",Park,No,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,36.002613,-78.859086,,soccer
732,16,494,Sw Hill Road Park,"619 Sw Hill Rd, Durham NC",Park,No,https://www.dprplaymore.org/Facilities/Facility/Details/Sw-Hill-Road-Park-66,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,36.11068,-78.89044,,soccer
307,320,341,Freedom Park,"2435 CUMBERLAND AV CHARLOTTE, NC 28203",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,35.19306827,-80.84480182,,soccer
247,255,271,Mallard Creek Park,"3001 JOHNSTON OEHLER RD CHARLOTTE, NC 28269",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,NA,35.36133452,-80.75941254,,soccer
243,251,267,James Boyce Park,"300 BOYCE RD CHARLOTTE, NC 28211",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,35.14741083,-80.76921582,,soccer
296,309,330,Ballantyne Park,"10082 COMMUNITY HOUSE RD CHARLOTTE, NC 28277",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,35.03961268,-80.82964644,,soccer
5,5,8,EB Moore Park,"901 MARSH RD CHARLOTTE, NC 28209",Neighborhood,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,35.1876859,-80.85846427,,tennis
17,17,20,Unity Park,"6401 KELSEY DR CHARLOTTE, NC 28215",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,35.25401789,-80.75338873,,tennis
41,41,47,Grayson Park,"750 BEAL ST CHARLOTTE, NC 28211",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,35.19039483,-80.79653044,,tennis
51,51,57,Marion Diehl Park,"2219 TYVOLA RD CHARLOTTE, NC 28210",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,35.15933804,-80.85887437,,tennis
69,69,76,Torrence Chapel Park,"21309 TORRENCE CHAPEL RD CORNELIUS, NC 28031",Town Park,Yes,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,35.49186041,-80.87831702,,tennis
70,70,77,Park Road Tennis Center,"6215 PARK RD CHARLOTTE, NC 28210",Tennis Center,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,35.14408281,-80.8499492,,tennis
76,78,85,Jetton Park,"19000 JETTON RD CORNELIUS, NC 28078",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,35.47588109,-80.90036262,,tennis
83,86,93,Carmel Road Park,"2365 CARMEL RD CHARLOTTE, NC 28226",Neighborhood,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,35.13450706,-80.8063646,,tennis
104,107,114,Tuckaseegee Park,"4820 TUCKASEEGEE RD CHARLOTTE, NC 28208",Neighborhood,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,35.24806972,-80.90678519,,tennis
107,110,117,Frazier Park,"1201 W 4TH ST EXT CHARLOTTE, NC 28202",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,35.23277179,-80.85318708,,tennis
124,129,139,Holbrook Park,"100 SHERWOOD DR HUNTERSVILLE, NC 28078",Town Park,Yes,https://www.huntersville.org/162/Parks-Recreation,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,35.4107923,-80.84525476,,tennis
132,137,147,Kilborne Park,"2600 KILBORNE DR CHARLOTTE, NC 28205",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,Yes,NA,Yes,Yes,NA,NA,NA,35.22185652,-80.77132357,,tennis
155,161,174,Colonial Park,"219 PROVIDENCE RD CHARLOTTE, NC 28207",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,35.2075702,-80.82413244,,tennis
161,167,181,Sedgefield Park,"600 ELMHURST RD CHARLOTTE, NC 28209",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,35.19775738,-80.85966344,,tennis
162,168,182,Shamrock Park,"2545 JEFF ST CHARLOTTE, NC 28205",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,35.23407898,-80.78324648,,tennis
168,174,188,Veterans Park,"2136 CENTRAL AV CHARLOTTE, NC 28205",Neighborhood,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,35.21976866,-80.80493509,,tennis
176,182,196,Huntingtowne Farms Park,"2200 RAMBLEWOOD LN CHARLOTTE, NC 28210",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,35.12777994,-80.86357945,,tennis
182,190,205,Alexander Park,"739 E 12TH ST CHARLOTTE, NC 28206",Neighborhood,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,35.22727242,-80.82777688,,tennis
219,227,243,Coulwood Park,"198 COULWOOD PARK DR CHARLOTTE, NC 28214",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,Yes,Yes,Yes,NA,NA,NA,NA,35.30657548,-80.94194215,,tennis
221,229,245,Colonel Francis J. Beatty Park,"4330 WEDDINGTON RD CHARLOTTE, NC 28105",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,35.0678581,-80.72872488,,tennis
222,230,246,Collins Park,"4525 COLLINGWOOD DR CHARLOTTE, NC 28209",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,35.18162813,-80.87106555,,tennis
225,233,249,Edgehill Park,"812 S EDGEHILL RD CHARLOTTE, NC 28207",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,35.2026908,-80.82967331,,tennis
234,242,258,Hornets Nest Park,"6301 BEATTIES FORD RD CHARLOTTE, NC 28216",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,35.32002029,-80.86514148,,tennis
240,248,264,Jeff Adams Tennis Center,"1520 W TYVOLA RD CHARLOTTE, NC 28217",Tennis Center,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,35.17385123,-80.90901907,,tennis
241,249,265,Independence Park,"1631 PARK DR CHARLOTTE, NC 28204",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,Yes,NA,NA,NA,Yes,NA,35.21562678,-80.82609226,,tennis
